time_s,z_m,variable,value,location,units,record_kind,window_start_s,window_end_s,source_times_s
14400,12.5,density_at_w_faces,1.2012537717819214,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,25,density_at_w_faces,1.1979055404663086,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,37.5,density_at_w_faces,1.1956737041473389,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,50,density_at_w_faces,1.1933794021606445,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,62.5,density_at_w_faces,1.1910269260406494,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,75,density_at_w_faces,1.1886826753616333,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,87.5,density_at_w_faces,1.1863547563552856,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,100,density_at_w_faces,1.1840426921844482,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,112.5,density_at_w_faces,1.1817376613616943,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,125,density_at_w_faces,1.1794400215148926,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,137.5,density_at_w_faces,1.1771103143692017,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,150,density_at_w_faces,1.1746581792831421,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,162.5,density_at_w_faces,1.1721243858337402,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,175,density_at_w_faces,1.1695992946624756,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,187.5,density_at_w_faces,1.1670829057693481,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,200,density_at_w_faces,1.1648670434951782,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,212.5,density_at_w_faces,1.1632375717163086,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,225,density_at_w_faces,1.1619002819061279,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,237.5,density_at_w_faces,1.1605647802352905,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,250,density_at_w_faces,1.1592311859130859,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,262.5,density_at_w_faces,1.1579011678695679,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,275,density_at_w_faces,1.1565749645233154,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,287.5,density_at_w_faces,1.1552507877349854,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,300,density_at_w_faces,1.153928279876709,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,312.5,density_at_w_faces,1.152610182762146,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,325,density_at_w_faces,1.151296854019165,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,337.5,density_at_w_faces,1.1499857902526855,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,350,density_at_w_faces,1.1486762762069702,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,362.5,density_at_w_faces,1.1473650932312012,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,375,density_at_w_faces,1.1460485458374023,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,387.5,density_at_w_faces,1.1447296142578125,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,400,density_at_w_faces,1.1434124708175659,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,412.5,density_at_w_faces,1.1420972347259521,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,425,density_at_w_faces,1.1407840251922607,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,437.5,density_at_w_faces,1.139472484588623,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,450,density_at_w_faces,1.1381627321243286,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,462.5,density_at_w_faces,1.1368578672409058,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,475,density_at_w_faces,1.1355650424957275,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,487.5,density_at_w_faces,1.1342811584472656,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,500,density_at_w_faces,1.1329991817474365,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,512.5,density_at_w_faces,1.1317188739776611,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,525,density_at_w_faces,1.1304336786270142,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,537.5,density_at_w_faces,1.1291425228118896,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,550,density_at_w_faces,1.1278524398803711,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,562.5,density_at_w_faces,1.1265642642974854,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,575,density_at_w_faces,1.1252717971801758,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,587.5,density_at_w_faces,1.1239691972732544,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,600,density_at_w_faces,1.1226624250411987,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,612.5,density_at_w_faces,1.1213573217391968,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
14400,625,density_at_w_faces,1.1200540065765381,Face,kg m^-3,equal_mean_of_12_instantaneous_profiles,10800,14400,11100.0;11400.0;11700.0;12000.0;12300.0;12600.0;12900.0;13200.0;13500.0;13800.0;14100.0;14400.0
